TotalPubs
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
2
3
6
1
1
1
1
1
1
2
1
1
1
1
2
2
1
1
1
1
1
2
1
1
1
2
1
1
1
2
1
4
1
6
1
1
1
10
2
1
1
2
2
1
3
2
1
4
1
1
1
1
1
1
12
1
1
1
6
3
2
1
2
1
1
1
1
1
1
8
1
1
1
1
1
2
1
7
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
2
3
1
1
1
1
1
1
3
2
1
1
2
3
2
1
1
4
2
1
1
1
1
1
1
1
11
1
1
1
2
1
1
1
2
1
1
1
3
7
1
1
1
7
1
1
6
1
1
5
1
12
1
2
1
1
2
1
4
1
5
5
4
1
1
6
1
1
1
1
1
1
1
2
1
1
1
1
3
1
2
4
3
1
2
1
1
1
1
1
1
1
1
2
3
1
1
4
3
1
1
1
1
4
2
1
2
1
1
5
1
6
5
3
7
5
1
1
1
14
1
4
2
1
1
3
1
15
1
2
2
3
1
3
8
1
4
2
1
4
1
1
1
1
2
1
1
3
6
1
1
1
3
1
2
2
3
7
1
1
1
1
2
2
3
1
1
2
4
16
1
1
7
1
1
1
2
3
1
2
1
1
1
3
9
1
1
1
4
5
2
2
1
1
1
2
1
2
1
2
1
5
1
1
1
2
1
1
2
1
9
5
20
2
1
1
2
1
4
1
1
3
4
1
1
1
26
1
1
2
2
2
11
1
1
1
1
2
2
1
11
10
1
1
1
6
2
2
1
1
1
2
1
1
2
3
2
1
1
1
1
1
3
1
1
15
1
1
1
1
2
3
1
1
7
1
4
1
1
1
1
1
1
1
1
1
1
1
1
2
1
6
2
1
1
1
5
1
6
1
1
2
3
1
1
1
6
2
2
2
3
1
5
5
2
1
1
4
1
1
3
1
1
1
1
8
1
1
2
3
1
4
1
1
1
1
2
1
1
1
1
1
1
3
1
2
1
4
3
1
1
1
3
1
1
1
1
5
1
1
3
2
5
10
2
2
1
1
7
2
1
1
1
1
4
1
1
1
3
1
4
1
1
1
1
9
1
1
1
4
1
14
1
1
1
1
1
1
1
1
2
1
3
1
1
1
4
1
2
1
1
1
1
1
1
1
2
4
2
1
2
1
6
8
2
1
1
5
5
1
1
8
2
1
2
3
2
2
2
1
3
10
2
3
4
1
1
1
12
1
28
2
1
1
2
1
1
1
2
2
1
1
1
1
1
1
1
1
2
8
1
3
1
1
6
1
4
1
2
2
1
3
1
1
1
2
1
1
4
5
1
1
2
4
1
2
4
1
2
1
1
1
1
1
1
4
16
2
1
1
1
2
1
4
2
1
1
1
1
1
2
2
2
1
1
4
1
1
3
1
3
1
1
1
1
1
1
2
1
4
2
1
1
1
1
1
1
1
1
1
2
1
1
1
1
4
2
1
1
1
21
1
1
1
3
2
2
1
16
1
1
6
4
1
1
1
2
1
1
1
3
1
2
7
1
1
2
2
14
1
2
1
1
1
1
1
11
4
1
1
5
1
4
1
3
1
4
2
1
3
1
2
1
1
3
3
1
5
1
1
1
1
2
1
1
3
1
1
1
1
4
1
1
1
1
2
1
3
3
1
1
1
1
1
1
1
3
2
1
1
1
3
1
1
1
31
2
1
1
4
3
4
1
1
1
1
2
5
2
6
1
1
1
1
1
1
1
1
1
1
2
2
3
6
1
1
1
3
1
1
1
1
1
1
4
1
1
1
3
1
3
6
1
1
2
1
1
1
2
2
10
19
1
1
3
1
1
1
1
2
4
2
1
3
1
1
1
6
6
2
1
11
2
1
1
1
1
1
2
1
2
2
17
2
1
1
2
2
1
2
1
1
1
1
1
1
1
5
2
1
1
1
7
1
1
1
1
1
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
2
2
2
1
2
1
1
1
6
2
2
1
1
3
2
1
1
4
1
1
6
1
1
1
1
2
2
1
1
1
1
1
1
1
1
2
1
1
1
1
4
3
1
1
1
1
2
1
1
1
1
1
4
1
1
1
1
1
10
2
3
1
1
1
2
1
2
1
1
1
1
16
1
11
10
1
1
3
1
1
1
2
1
4
4
2
1
2
4
1
2
1
1
2
1
5
1
1
1
4
1
1
3
7
1
1
5
1
2
1
3
1
1
1
1
1
6
1
1
4
1
1
1
1
3
1
1
5
1
1
3
1
1
1
1
1
3
1
1
2
1
1
1
6
11
1
1
1
7
5
1
1
1
2
3
2
2
1
1
1
1
1
1
2
1
1
1
1
4
2
1
1
1
1
1
1
3
2
1
1
3
1
2
1
1
1
1
1
2
1
1
6
10
1
2
1
13
2
2
1
1
1
1
1
6
4
1
1
1
1
1
1
1
23
1
1
1
4
1
1
2
1
1
3
2
1
1
1
1
1
1
1
1
1
1
1
1
2
7
4
1
3
1
1
1
1
1
8
6
1
3
1
3
1
7
4
2
1
1
1
1
1
1
2
1
1
2
2
1
1
1
12
1
1
1
1
1
1
5
1
2
1
1
1
2
1
2
1
1
1
1
4
1
4
1
1
1
1
2
9
1
2
1
5
1
1
10
1
2
1
1
1
1
1
2
1
1
4
1
2
10
1
1
2
1
3
1
1
1
1
1
1
3
5
2
2
2
3
1
2
1
1
3
1
1
1
10
1
1
6
2
1
1
4
1
1
1
1
1
1
1
2
1
1
1
3
1
1
1
1
1
4
3
1
1
1
1
1
1
1
1
3
1
1
20
1
1
4
4
1
1
1
3
1
1
1
2
1
1
4
2
1
2
2
4
1
5
1
1
3
1
1
1
1
9
1
2
1
3
1
1
1
2
1
1
1
10
1
1
1
4
2
1
3
3
1
1
3
1
7
1
1
1
1
5
3
2
1
1
1
1
9
1
1
2
1
4
1
9
2
1
2
2
1
1
7
2
1
3
2
4
4
1
1
10
6
3
1
1
1
1
1
5
1
1
2
2
2
1
1
1
1
1
1
1
2
1
1
6
2
1
2
3
2
1
9
1
1
2
2
6
2
4
1
1
5
1
7
2
1
3
1
1
7
1
2
2
5
3
1
2
1
2
1
1
1
1
1
1
2
1
1
2
1
1
1
5
6
1
6
1
3
5
17
6
1
13
1
2
2
1
1
1
1
1
1
1
7
8
2
2
1
2
1
1
1
1
2
1
6
2
1
1
3
1
1
1
3
1
1
1
2
4
1
1
1
3
1
1
1
3
2
1
1
1
1
1
1
7
1
1
12
1
3
5
5
10
6
2
1
13
1
1
1
1
2
1
1
3
3
23
1
1
5
2
1
1
1
1
1
1
1
1
1
1
1
2
1
1
3
2
1
2
2
1
1
1
1
1
1
1
1
1
2
1
1
1
2
3
1
3
3
1
1
1
4
1
1
2
1
2
1
1
2
4
1
1
2
1
1
4
1
6
4
3
1
1
1
1
1
1
1
2
1
1
2
1
1
4
2
2
1
1
5
1
2
1
3
1
1
1
1
2
1
1
1
2
6
1
12
1
1
1
6
1
1
1
4
2
2
1
1
1
1
1
6
1
15
2
1
1
3
2
1
1
1
1
1
2
1
1
3
1
1
2
1
1
2
1
1
1
2
1
1
1
1
1
2
2
2
1
1
1
1
1
3
5
1
2
1
2
2
1
1
1
1
5
1
1
1
9
6
2
4
1
1
1
1
2
1
1
3
1
4
1
1
3
6
1
2
1
1
1
1
3
5
1
1
1
2
